loan_purpose,loan_amount,debt_to_income_ratio,property_value,income,occupancy_type,derived_race,derived_sex,applicant_age,loan_to_value_ratio,action_taken
1,1065000.0,48,1125000.0,342.0,1,Hispanic or Latino,Joint,25-34,94.95,Loan originated
1,995000.0,49,1425000.0,339.0,1,White,Female,55-64,70.0,Loan originated
1,335000.0,49,855000.0,144.0,1,Asian,Female,35-44,38.46,Loan originated
1,695000.0,48,775000.0,166.0,1,Asian,Joint,25-34,90.0,Loan originated
1,365000.0,49,765000.0,83.0,1,Asian,Female,25-34,47.68,Loan originated
1,425000.0,41,605000.0,138.0,1,White,Male,25-34,70.0,Loan originated
1,585000.0,46,685000.0,241.0,1,Asian,Male,25-34,85.0,Loan originated
1,925000.0,39,1025000.0,222.0,1,White,Male,45-54,90.0,Loan originated
1,645000.0,49,805000.0,151.0,1,White,Joint,45-54,79.86,Application denied
1,925000.0,36,1155000.0,254.0,1,Asian,Joint,45-54,80.0,Loan originated
1,635000.0,30%-<36%,855000.0,206.0,1,White,Female,45-54,73.68,Loan originated
1,595000.0,41,665000.0,229.0,1,Hispanic or Latino,Joint,45-54,90.0,Loan originated
1,855000.0,49,895000.0,183.0,1,Asian,Female,35-44,95.0,Loan originated
1,885000.0,44,1105000.0,270.0,1,Asian,Joint,35-44,79.99,Loan originated
1,605000.0,30%-<36%,885000.0,173.0,1,Asian,Male,35-44,67.8,Loan originated
1,1125000.0,37,1405000.0,280.0,1,White,Joint,35-44,80.0,Loan originated
1,765000.0,49,845000.0,144.0,1,White,Male,35-44,89.93,Loan originated
1,715000.0,47,755000.0,197.0,1,Asian,Joint,55-64,95.0,Loan originated
1,765000.0,49,1095000.0,194.0,1,Asian,Male,25-34,69.52,Loan originated
1,485000.0,30%-<36%,575000.0,145.0,1,Asian,Male,25-34,85.0,Loan originated
1,415000.0,40,555000.0,110.0,1,Asian,Female,55-64,75.0,Loan originated
1,775000.0,47,825000.0,253.0,1,White,Joint,35-44,95.0,Loan originated
1,885000.0,30%-<36%,1105000.0,251.0,1,Asian,Joint,35-44,80.0,Loan originated
1,305000.0,30%-<36%,335000.0,153.0,1,White,Joint,25-34,90.0,Loan originated
1,1145000.0,30%-<36%,2005000.0,467.0,1,Asian,Male,35-44,57.19,Loan originated
1,935000.0,44,1255000.0,261.0,1,Asian,Male,25-34,75.0,Loan originated
1,645000.0,41,725000.0,172.0,1,Asian,Male,55-64,89.99,Loan originated
1,485000.0,30%-<36%,605000.0,147.0,1,White,Joint,25-34,80.0,Loan originated
1,605000.0,43,755000.0,158.0,1,Asian,Joint,25-34,80.0,Loan originated
1,935000.0,42,1165000.0,289.0,1,Asian,Male,35-44,80.0,Loan originated
1,445000.0,30%-<36%,565000.0,173.0,1,Black or African American,Female,55-64,80.0,Loan originated
1,385000.0,45,485000.0,97.0,1,White,Joint,65-74,79.55,Loan originated
1,625000.0,30%-<36%,1655000.0,215.0,1,White,Male,35-44,37.76,Loan originated
1,885000.0,40,995000.0,214.0,1,Asian,Joint,25-34,89.0,Loan originated
1,665000.0,48,735000.0,218.0,1,Asian,Male,35-44,90.0,Loan originated
1,195000.0,30%-<36%,345000.0,64.0,1,White,Female,45-54,55.88,Loan originated
1,875000.0,41,1095000.0,206.0,1,Asian,Joint,45-54,80.0,Loan originated
1,585000.0,40,885000.0,168.0,1,White,Joint,35-44,65.91,Loan originated
1,635000.0,30%-<36%,795000.0,311.0,1,White,Joint,45-54,80.0,Loan originated
1,1045000.0,40,1305000.0,354.0,1,Black or African American,Male,35-44,80.0,Loan originated
1,425000.0,48,855000.0,97.0,1,Asian,Female,35-44,50.0,Loan originated
1,475000.0,20%-<30%,555000.0,311.0,1,White,Joint,25-34,85.0,Loan originated
1,815000.0,49,1505000.0,169.0,1,Asian,Joint,65-74,54.0,Loan originated
1,785000.0,30%-<36%,975000.0,254.0,1,White,Male,25-34,80.0,Loan originated
1,765000.0,<20%,965000.0,-4737.0,1,White,Male,25-34,79.44,Application denied
1,1135000.0,40,1415000.0,436.0,1,Asian,Joint,35-44,80.0,Loan originated
1,505000.0,49,745000.0,191.0,1,White,Joint,35-44,67.36,Loan originated
1,1025000.0,42,1275000.0,261.0,1,Asian,Joint,25-34,80.0,Loan originated
1,785000.0,30%-<36%,985000.0,258.0,1,Asian,Joint,35-44,79.72,Loan originated
1,1145000.0,20%-<30%,1435000.0,368.0,1,Asian,Joint,25-34,80.0,Loan originated
1,375000.0,38,1295000.0,156.0,1,White,Female,65-74,29.07,Loan originated
1,615000.0,46,655000.0,179.0,1,White,Joint,>74,95.0,Application denied
1,335000.0,30%-<36%,375000.0,129.0,1,White,Male,55-64,90.0,Loan originated
1,665000.0,43,705000.0,174.0,1,White,Joint,25-34,94.99,Loan originated
1,1115000.0,41,1315000.0,297.0,1,Asian,Joint,55-64,85.0,Loan originated
1,665000.0,37,1165000.0,215.0,1,Asian,Male,35-44,75.54,Loan originated
1,1035000.0,30%-<36%,1315000.0,303.0,1,Asian,Joint,25-34,79.34,Loan originated
1,595000.0,37,665000.0,175.0,1,White,Female,25-34,89.99,Loan originated
1,365000.0,48,385000.0,116.0,1,Hispanic or Latino,Joint,25-34,96.5,Loan originated
1,765000.0,39,965000.0,203.0,1,Hispanic or Latino,Male,35-44,79.79,Loan originated
1,905000.0,20%-<30%,1355000.0,463.0,1,Asian,Female,45-54,66.67,Loan originated
1,1005000.0,30%-<36%,1355000.0,375.0,1,Asian,Joint,25-34,73.8,Loan originated
1,1145000.0,37,1425000.0,370.0,1,Asian,Joint,35-44,80.0,Loan originated
1,845000.0,44,1205000.0,418.0,1,Asian,Joint,25-34,70.0,Loan originated
1,545000.0,30%-<36%,725000.0,221.0,1,Asian,Male,35-44,74.9,Loan originated
1,195000.0,49,245000.0,42.0,1,White,Male,25-34,80.0,Loan originated
1,1005000.0,30%-<36%,1655000.0,482.0,1,Asian,Male,35-44,60.61,Loan originated
1,505000.0,<20%,1125000.0,586.0,1,Asian,Joint,45-54,44.44,Loan originated
1,745000.0,20%-<30%,1045000.0,332.0,1,Asian,Joint,25-34,71.29,Loan originated
1,385000.0,36,475000.0,107.0,1,Asian,Female,25-34,80.0,Loan originated
1,385000.0,47,475000.0,231.0,1,White,Female,25-34,80.0,Loan originated
1,575000.0,47,635000.0,160.0,1,White,Female,45-54,90.0,Loan originated
1,445000.0,40,495000.0,128.0,1,White,Joint,35-44,90.0,Loan originated
1,1005000.0,30%-<36%,1405000.0,278.0,1,Asian,Male,25-34,71.43,Loan originated
1,965000.0,42,1205000.0,309.0,1,Asian,Male,35-44,80.0,Loan originated
1,665000.0,49,705000.0,173.0,1,Other,Joint,25-34,98.0,Loan originated
1,505000.0,20%-<30%,905000.0,277.0,1,Asian,Joint,25-34,55.6,Loan originated
1,565000.0,36,625000.0,180.0,1,Asian,Female,25-34,90.0,Loan originated
1,1145000.0,39,1665000.0,310.0,1,Asian,Joint,25-34,69.27,Loan originated
1,445000.0,30%-<36%,565000.0,134.0,1,Hispanic or Latino,Male,25-34,80.0,Loan originated
1,1105000.0,44,1385000.0,298.0,1,Asian,Joint,45-54,79.5,Loan originated
1,785000.0,30%-<36%,975000.0,218.0,1,Asian,Joint,25-34,80.0,Loan originated
1,1005000.0,30%-<36%,1425000.0,260.0,1,White,Male,35-44,70.18,Loan originated
1,525000.0,30%-<36%,655000.0,165.0,1,White,Female,35-44,80.0,Loan originated
1,415000.0,49,605000.0,116.0,1,White,Joint,35-44,68.57,Loan originated
1,295000.0,49,375000.0,208.0,1,Asian,Female,35-44,79.99,Loan originated
1,275000.0,<20%,335000.0,170.0,1,White,Female,35-44,80.0,Loan originated
1,1405000.0,30%-<36%,1755000.0,400.0,1,Asian,Female,25-34,80.0,Loan originated
1,555000.0,30%-<36%,585000.0,284.0,1,Asian,Joint,25-34,95.0,Loan originated
1,995000.0,50%-60%,1245000.0,169.0,1,White,Male,65-74,80.0,Application denied
1,685000.0,30%-<36%,855000.0,237.0,1,Asian,Joint,35-44,80.0,Loan originated
1,965000.0,44,1295000.0,220.0,1,Asian,Joint,35-44,75.0,Loan originated
1,865000.0,30%-<36%,1235000.0,277.0,1,Asian,Joint,25-34,70.0,Loan originated
1,885000.0,30%-<36%,985000.0,311.0,1,Hispanic or Latino,Joint,25-34,91.02,Loan originated
1,1045000.0,30%-<36%,1305000.0,563.0,1,Asian,Joint,35-44,80.0,Loan originated
1,235000.0,45,345000.0,52.0,1,Hispanic or Latino,Joint,65-74,66.95,Loan originated
1,765000.0,30%-<36%,895000.0,472.0,1,White,Male,55-64,85.0,Loan originated
1,765000.0,48,965000.0,162.0,1,Asian,Male,55-64,79.79,Loan originated
1,385000.0,49,405000.0,119.0,1,Hispanic or Latino,Joint,25-34,95.0,Loan originated
1,585000.0,46,645000.0,139.0,1,White,Male,25-34,90.0,Loan originated
1,495000.0,46,515000.0,133.0,1,Hispanic or Latino,Female,25-34,95.0,Loan originated
1,395000.0,37,485000.0,108.0,1,Asian,Female,55-64,80.0,Loan originated
1,305000.0,43,405000.0,94.0,1,Hispanic or Latino,Joint,<25,93.89,Loan originated
1,475000.0,43,665000.0,186.0,1,Asian,Male,35-44,71.9,Loan originated
1,905000.0,46,1315000.0,209.0,1,Asian,Male,25-34,68.44,Loan originated
1,255000.0,49,765000.0,65.0,1,Asian,Male,55-64,33.95,Loan originated
1,125000.0,50%-60%,735000.0,46.0,1,White,Female,55-64,16.6,Application denied
1,475000.0,47,635000.0,329.0,1,Asian,Male,<25,75.0,Loan originated
1,855000.0,44,1075000.0,232.0,1,Asian,Joint,35-44,80.0,Loan originated
1,1145000.0,42,2095000.0,284.0,1,Asian,Male,25-34,54.84,Loan originated
1,565000.0,44,625000.0,160.0,1,Asian,Male,35-44,90.0,Loan originated
1,1145000.0,40,1425000.0,285.0,1,White,Male,35-44,80.0,Loan originated
1,615000.0,37,685000.0,204.0,1,Hispanic or Latino,Female,45-54,90.0,Loan originated
1,1085000.0,49,2285000.0,233.0,1,Asian,Male,25-34,47.59,Loan originated
1,965000.0,20%-<30%,1205000.0,373.0,1,Asian,Joint,35-44,80.0,Application denied
1,385000.0,20%-<30%,735000.0,258.0,1,White,Joint,65-74,52.09,Loan originated
1,645000.0,20%-<30%,725000.0,281.0,1,Asian,Joint,25-34,90.0,Loan originated
1,675000.0,40,745000.0,275.0,1,Asian,Female,25-34,90.0,Loan originated
1,725000.0,37,765000.0,207.0,1,Hispanic or Latino,Joint,25-34,95.0,Loan originated
1,655000.0,30%-<36%,985000.0,215.0,1,Asian,Male,35-44,66.33,Loan originated
1,945000.0,20%-<30%,1115000.0,353.0,1,White,Joint,25-34,85.0,Loan originated
1,705000.0,49,885000.0,172.0,1,White,Female,35-44,80.0,Loan originated
1,1075000.0,37,1675000.0,289.0,1,Asian,Female,35-44,64.07,Loan originated
1,305000.0,38,435000.0,96.0,1,Hispanic or Latino,Female,35-44,90.0,Loan originated
1,815000.0,42,965000.0,218.0,1,White,Joint,25-34,84.48,Loan originated
1,525000.0,41,655000.0,175.0,1,White,Joint,45-54,80.0,Loan originated
1,905000.0,20%-<30%,1125000.0,345.0,1,Asian,Joint,35-44,80.0,Loan originated
1,575000.0,42,645000.0,291.0,1,White,Male,25-34,89.99,Loan originated
1,765000.0,36,855000.0,268.0,1,Asian,Male,35-44,89.99,Loan originated
1,415000.0,46,835000.0,106.0,1,Asian,Male,25-34,50.0,Loan originated
1,765000.0,36,2355000.0,352.0,1,White,Male,65-74,32.6,Loan originated
1,745000.0,47,935000.0,186.0,1,Asian,Joint,35-44,79.22,Loan originated
1,545000.0,48,735000.0,231.0,1,Asian,Joint,55-64,75.0,Application denied
1,915000.0,47,1315000.0,197.0,1,Asian,Male,35-44,69.97,Loan originated
1,1005000.0,42,1275000.0,350.0,1,Asian,Joint,35-44,78.33,Loan originated
1,805000.0,42,1055000.0,292.0,1,Asian,Joint,25-34,76.19,Loan originated
1,765000.0,30%-<36%,865000.0,401.0,1,Asian,Male,25-34,88.9,Loan originated
1,255000.0,30%-<36%,325000.0,101.0,1,Asian,Male,35-44,78.13,Loan originated
1,715000.0,49,905000.0,164.0,1,Asian,Joint,35-44,79.01,Loan originated
1,685000.0,40,765000.0,300.0,1,Hispanic or Latino,Joint,45-54,89.99,Loan originated
1,985000.0,37,1235000.0,252.0,1,Asian,Female,35-44,80.0,Loan originated
1,1145000.0,38,1435000.0,449.0,1,Asian,Joint,35-44,80.0,Loan originated
1,315000.0,47,725000.0,72.0,1,Asian,Male,45-54,43.58,Loan originated
1,545000.0,40,565000.0,140.0,1,White,Male,35-44,97.0,Loan originated
1,1035000.0,36,1225000.0,268.0,1,Asian,Joint,25-34,85.0,Loan originated
1,905000.0,49,1135000.0,229.0,1,White,Joint,25-34,80.0,Loan originated
1,575000.0,49,605000.0,202.0,1,Hispanic or Latino,Male,35-44,95.0,Loan originated
1,75000.0,40,525000.0,44.0,1,White,Female,>74,14.42,Loan originated
1,575000.0,38,645000.0,170.0,1,White,Male,25-34,90.0,Loan originated
1,805000.0,46,2085000.0,202.0,1,Asian,Female,25-34,38.45,Loan originated
1,595000.0,49,645000.0,135.0,1,Asian,Female,25-34,91.66,Loan originated
1,675000.0,49,715000.0,239.0,1,White,Joint,45-54,95.0,Loan originated
1,755000.0,49,855000.0,160.0,1,Asian,Male,25-34,87.75,Loan originated
1,705000.0,36,1905000.0,223.0,1,Asian,Male,35-44,36.84,Loan originated
1,535000.0,39,665000.0,282.0,1,White,Joint,35-44,79.95,Loan originated
1,255000.0,30%-<36%,905000.0,145.0,1,Asian,Joint,55-64,27.77,Loan originated
1,1105000.0,48,2505000.0,360.0,1,White,Joint,35-44,43.91,Loan originated
1,905000.0,20%-<30%,1815000.0,323.0,1,Asian,Joint,35-44,59.72,Loan originated
1,105000.0,<20%,655000.0,180.0,1,White,Joint,65-74,15.15,Loan originated
1,675000.0,47,845000.0,180.0,1,White,Male,25-34,80.0,Loan originated
1,925000.0,38,1165000.0,223.0,1,Asian,Male,35-44,80.0,Loan originated
1,505000.0,49,1605000.0,142.0,1,White,Joint,>74,31.25,Loan originated
1,335000.0,<20%,895000.0,758.0,1,White,Joint,55-64,37.79,Loan originated
1,605000.0,48,835000.0,205.0,1,Asian,Male,25-34,72.45,Loan originated
1,685000.0,49,745000.0,144.0,1,White,Male,25-34,92.6,Loan originated
1,495000.0,48,625000.0,123.0,1,White,Female,55-64,80.0,Loan originated
1,875000.0,>60%,1275000.0,136.0,1,Asian,Male,45-54,68.63,Application denied
1,705000.0,30%-<36%,1535000.0,228.0,1,White,Female,55-64,45.98,Loan originated
1,585000.0,49,635000.0,133.0,1,Asian,Male,35-44,91.34,Application denied
1,1005000.0,50%-60%,1105000.0,174.0,1,Asian,Male,35-44,91.35,Application denied
1,485000.0,39,1015000.0,147.0,1,Asian,Joint,45-54,47.61,Loan originated
1,405000.0,49,505000.0,79.0,1,Asian,Male,45-54,80.0,Loan originated
1,535000.0,45,565000.0,212.0,1,Asian,Joint,25-34,95.0,Loan originated
1,1105000.0,39,1385000.0,263.0,1,Asian,Male,45-54,80.0,Loan originated
1,1005000.0,30%-<36%,1205000.0,320.0,1,Asian,Joint,25-34,83.33,Loan originated
1,725000.0,20%-<30%,915000.0,304.0,1,Asian,Joint,25-34,80.0,Loan originated
1,815000.0,36,1165000.0,284.0,1,Asian,Male,35-44,70.0,Loan originated
1,565000.0,20%-<30%,715000.0,236.0,1,Hispanic or Latino,Joint,35-44,80.0,Loan originated
1,415000.0,44,1655000.0,218.0,1,White,Joint,65-74,25.13,Loan originated
1,945000.0,42,1185000.0,374.0,1,Asian,Joint,35-44,80.0,Loan originated
1,255000.0,42,385000.0,73.0,1,Asian,Male,45-54,64.94,Loan originated
1,725000.0,44,805000.0,205.0,1,Hispanic or Latino,Male,25-34,89.99,Loan originated
1,925000.0,41,1155000.0,267.0,1,White,Joint,45-54,80.0,Loan originated
1,995000.0,42,1235000.0,248.0,1,Asian,Female,35-44,80.0,Loan originated
1,875000.0,39,975000.0,443.0,1,White,Joint,35-44,90.0,Loan originated
1,875000.0,49,925000.0,180.0,1,White,Joint,45-54,95.0,Loan originated
1,505000.0,20%-<30%,845000.0,275.0,1,White,Joint,45-54,60.0,Loan originated
1,765000.0,30%-<36%,955000.0,217.0,1,Asian,Joint,25-34,80.0,Loan originated
1,215000.0,49,405000.0,57.0,1,White,Female,35-44,53.08,Loan originated
1,575000.0,30%-<36%,955000.0,206.0,1,White,Joint,35-44,60.0,Loan originated
1,345000.0,46,365000.0,70.0,1,Black or African American,Female,45-54,97.0,Loan originated
1,755000.0,47,2655000.0,210.0,1,White,Female,55-64,28.3,Loan originated
1,825000.0,38,875000.0,355.0,1,Asian,Female,25-34,95.0,Loan originated
1,605000.0,30%-<36%,755000.0,230.0,1,Black or African American,Joint,35-44,80.0,Loan originated
1,1005000.0,30%-<36%,1955000.0,348.0,1,Asian,Joint,35-44,51.28,Loan originated
1,515000.0,40,915000.0,152.0,1,White,Female,55-64,56.04,Loan originated
1,855000.0,48,1425000.0,180.0,1,Asian,Male,55-64,59.65,Loan originated
1,475000.0,42,655000.0,121.0,1,White,Female,35-44,73.08,Loan originated
1,765000.0,47,975000.0,323.0,1,White,Joint,45-54,78.45,Loan originated
1,535000.0,36,565000.0,247.0,1,White,Joint,35-44,95.0,Application denied
1,555000.0,39,855000.0,150.0,1,Asian,Male,25-34,65.0,Loan originated
1,265000.0,49,795000.0,120.0,1,Asian,Joint,25-34,32.71,Loan originated
1,455000.0,43,535000.0,132.0,1,White,Female,25-34,85.0,Loan originated
1,1145000.0,48,1455000.0,261.0,1,White,Male,45-54,79.24,Loan originated
1,735000.0,41,825000.0,178.0,1,Asian,Joint,35-44,90.0,Loan originated
1,995000.0,50%-60%,2185000.0,190.0,1,Asian,Joint,65-74,45.41,Application denied
1,685000.0,30%-<36%,855000.0,367.0,1,Asian,Joint,55-64,80.0,Loan originated
1,305000.0,30%-<36%,595000.0,132.0,1,White,Male,55-64,50.59,Loan originated
1,565000.0,30%-<36%,605000.0,156.0,1,Asian,Joint,35-44,94.0,Loan originated
1,545000.0,43,675000.0,178.0,1,White,Male,55-64,80.0,Loan originated
1,1015000.0,41,1275000.0,258.0,1,White,Male,35-44,79.56,Loan originated
1,745000.0,46,785000.0,179.0,1,Black or African American,Joint,55-64,95.0,Loan originated
1,675000.0,41,755000.0,221.0,1,Hispanic or Latino,Joint,25-34,89.99,Loan originated
1,315000.0,48,775000.0,102.0,1,Asian,Male,25-34,40.08,Loan originated
1,605000.0,30%-<36%,805000.0,216.0,1,Asian,Male,25-34,75.0,Loan originated
1,1145000.0,49,1425000.0,244.0,1,Asian,Male,25-34,80.0,Loan originated
1,255000.0,41,835000.0,75.0,1,Asian,Joint,35-44,29.94,Loan originated
1,985000.0,44,2075000.0,266.0,1,Asian,Male,25-34,47.3,Loan originated
1,955000.0,47,1775000.0,242.0,1,Asian,Male,35-44,53.52,Loan originated
1,995000.0,43,1245000.0,291.0,1,Asian,Joint,25-34,80.0,Loan originated
1,575000.0,41,775000.0,155.0,1,Black or African American,Female,45-54,74.36,Loan originated
1,435000.0,20%-<30%,685000.0,200.0,1,White,Joint,45-54,63.08,Loan originated
1,615000.0,46,825000.0,135.0,1,Asian,Joint,35-44,75.0,Loan originated
1,375000.0,40,475000.0,90.0,1,Black or African American,Male,45-54,80.0,Loan originated
1,625000.0,30%-<36%,735000.0,210.0,1,White,Joint,25-34,85.0,Loan originated
1,765000.0,44,1095000.0,212.0,1,Asian,Male,25-34,70.0,Loan originated
1,845000.0,36,1415000.0,302.0,1,Asian,Joint,45-54,59.68,Loan originated
1,1055000.0,49,1855000.0,216.0,1,Asian,Female,35-44,56.76,Loan originated
1,495000.0,48,765000.0,115.0,1,Hispanic or Latino,Joint,55-64,65.57,Loan originated
1,565000.0,46,645000.0,166.0,1,Asian,Male,25-34,88.0,Loan originated
1,535000.0,45,595000.0,125.0,1,White,Female,25-34,90.0,Loan originated
1,1075000.0,20%-<30%,1765000.0,455.0,1,Asian,Joint,35-44,61.02,Loan originated
1,1135000.0,38,1335000.0,636.0,1,White,Joint,25-34,85.0,Loan originated
1,355000.0,41,445000.0,85.0,1,White,Male,25-34,80.0,Loan originated
1,465000.0,42,665000.0,227.0,1,Asian,Joint,35-44,69.92,Loan originated
1,365000.0,<20%,485000.0,220.0,1,Hispanic or Latino,Joint,25-34,75.0,Loan originated
1,355000.0,46,2735000.0,191.0,1,White,Joint,45-54,12.79,Loan originated
1,505000.0,20%-<30%,905000.0,259.0,1,White,Female,25-34,55.8,Loan originated
1,745000.0,30%-<36%,925000.0,240.0,1,Asian,Female,25-34,80.0,Loan originated
1,1125000.0,44,1405000.0,1467.0,1,White,Joint,45-54,80.0,Loan originated
1,1005000.0,<20%,2355000.0,1349.0,1,Black or African American,Male,55-64,42.55,Loan originated
1,575000.0,49,635000.0,124.0,1,White,Male,25-34,90.0,Loan originated
1,615000.0,49,1225000.0,130.0,1,White,Joint,45-54,49.76,Loan originated
1,515000.0,30%-<36%,565000.0,166.0,1,White,Joint,25-34,90.0,Loan originated
1,745000.0,40,785000.0,235.0,1,Asian,Joint,55-64,94.89,Loan originated
1,875000.0,20%-<30%,1255000.0,383.0,1,Asian,Joint,35-44,70.0,Loan originated
1,185000.0,20%-<30%,695000.0,150.0,1,Asian,Joint,65-74,25.72,Loan originated
1,635000.0,49,705000.0,274.0,1,Asian,Joint,45-54,90.0,Loan originated
1,675000.0,30%-<36%,845000.0,190.0,1,Asian,Female,35-44,80.0,Loan originated
1,725000.0,50%-60%,835000.0,157.0,1,Asian,Male,35-44,86.91,Loan originated
1,535000.0,30%-<36%,1235000.0,177.0,1,White,Male,55-64,43.5,Loan originated
1,765000.0,30%-<36%,925000.0,285.0,1,Asian,Joint,25-34,82.92,Loan originated
1,805000.0,38,1015000.0,207.0,1,Asian,Female,25-34,80.0,Loan originated
1,505000.0,39,525000.0,168.0,1,Asian,Joint,25-34,95.0,Loan originated
1,765000.0,38,1315000.0,193.0,1,Asian,Male,25-34,58.33,Loan originated
1,795000.0,45,995000.0,196.0,1,Asian,Male,25-34,80.0,Loan originated
1,555000.0,49,1265000.0,137.0,1,White,Female,55-64,44.08,Loan originated
1,755000.0,45,945000.0,190.0,1,Asian,Male,25-34,80.0,Loan originated
1,1095000.0,40,1285000.0,305.0,1,White,Joint,35-44,85.0,Loan originated
1,305000.0,40,605000.0,155.0,1,White,Male,35-44,50.0,Application denied
1,695000.0,37,865000.0,182.0,1,Asian,Male,25-34,80.0,Loan originated
1,925000.0,44,1295000.0,362.0,1,Asian,Joint,35-44,71.25,Loan originated
1,935000.0,41,1035000.0,274.0,1,White,Joint,25-34,90.0,Loan originated
1,625000.0,20%-<30%,775000.0,1792.0,1,White,Male,<25,80.0,Application denied
1,365000.0,30%-<36%,385000.0,137.0,1,White,Female,45-54,95.0,Loan originated
1,1005000.0,>60%,1355000.0,180.0,1,Asian,Male,35-44,74.54,Application denied
1,885000.0,44,1105000.0,230.0,1,White,Joint,65-74,80.0,Loan originated
1,1045000.0,42,1305000.0,282.0,1,Asian,Joint,25-34,80.0,Loan originated
1,355000.0,42,375000.0,100.0,1,White,Female,35-44,95.0,Loan originated
1,645000.0,47,825000.0,141.0,1,White,Joint,35-44,79.02,Loan originated
1,875000.0,30%-<36%,1085000.0,280.0,1,Asian,Joint,35-44,80.0,Loan originated
1,945000.0,30%-<36%,1175000.0,398.0,1,White,Joint,35-44,80.0,Loan originated
1,635000.0,20%-<30%,925000.0,284.0,1,Asian,Female,55-64,69.02,Loan originated
1,995000.0,37,1235000.0,260.0,1,White,Female,25-34,80.0,Loan originated
1,665000.0,30%-<36%,955000.0,217.0,1,White,Female,55-64,70.0,Application denied
1,345000.0,43,435000.0,82.0,1,Hispanic or Latino,Female,45-54,79.5,Loan originated
1,335000.0,50%-60%,415000.0,60.0,1,Hispanic or Latino,Female,35-44,80.0,Application denied
1,525000.0,30%-<36%,655000.0,159.0,1,Asian,Joint,25-34,80.0,Loan originated
1,565000.0,40,755000.0,163.0,1,Asian,Joint,35-44,75.0,Loan originated
1,725000.0,47,915000.0,228.0,1,White,Male,35-44,80.0,Loan originated
1,1055000.0,43,1555000.0,242.0,1,White,Male,35-44,67.74,Loan originated
1,1045000.0,30%-<36%,1315000.0,326.0,1,White,Joint,25-34,80.0,Loan originated
1,525000.0,49,555000.0,114.0,1,Hispanic or Latino,Male,25-34,94.96,Loan originated
1,415000.0,46,525000.0,95.0,1,White,Male,35-44,80.0,Loan originated
1,905000.0,39,1125000.0,273.0,1,White,Joint,25-34,80.0,Loan originated
1,725000.0,47,765000.0,156.0,1,Asian,Joint,25-34,95.0,Application denied
1,1005000.0,20%-<30%,1745000.0,384.0,1,White,Joint,25-34,57.23,Loan originated
1,685000.0,40,855000.0,180.0,1,Asian,Joint,25-34,80.0,Loan originated
1,475000.0,45,695000.0,119.0,1,White,Female,25-34,67.77,Application denied
1,545000.0,30%-<36%,905000.0,172.0,1,Asian,Female,45-54,60.0,Loan originated
1,765000.0,44,1035000.0,347.0,1,White,Joint,<25,73.92,Loan originated
1,545000.0,47,745000.0,176.0,1,Asian,Male,35-44,73.21,Loan originated
1,605000.0,30%-<36%,755000.0,220.0,1,White,Male,35-44,79.31,Loan originated
1,1195000.0,39,1485000.0,288.0,1,White,Male,25-34,80.0,Loan originated
1,285000.0,36,785000.0,220.0,1,Asian,Male,55-64,35.95,Loan originated
1,715000.0,30%-<36%,1065000.0,319.0,1,Asian,Joint,55-64,66.68,Loan originated
1,755000.0,30%-<36%,1205000.0,308.0,1,White,Joint,65-74,62.03,Loan originated
1,975000.0,42,1225000.0,284.0,1,Asian,Joint,25-34,80.0,Loan originated
1,865000.0,30%-<36%,1075000.0,284.0,1,Asian,Male,35-44,80.0,Loan originated
1,915000.0,42,1535000.0,210.0,1,White,Joint,35-44,60.0,Application denied
1,755000.0,45,945000.0,308.0,1,Asian,Joint,25-34,80.0,Loan originated
1,765000.0,45,825000.0,200.0,1,Asian,Female,35-44,93.36,Loan originated
1,385000.0,39,715000.0,136.0,1,Asian,Joint,45-54,53.18,Loan originated
1,535000.0,45,565000.0,154.0,1,Hispanic or Latino,Joint,25-34,95.0,Loan originated
1,695000.0,39,895000.0,545.0,1,White,Male,45-54,77.53,Loan originated
1,555000.0,20%-<30%,645000.0,290.0,1,Black or African American,Male,25-34,85.0,Loan originated
1,825000.0,30%-<36%,1035000.0,242.0,1,White,Female,35-44,80.0,Loan originated
1,755000.0,49,845000.0,185.0,1,White,Joint,25-34,89.4,Loan originated
1,725000.0,43,745000.0,174.0,1,Asian,Female,35-44,96.5,Loan originated
1,345000.0,41,645000.0,96.0,1,Asian,Male,25-34,53.91,Loan originated
1,605000.0,49,885000.0,127.0,1,Asian,Joint,25-34,68.18,Loan originated
1,655000.0,49,825000.0,135.0,1,Hispanic or Latino,Joint,25-34,79.91,Loan originated
1,655000.0,30%-<36%,875000.0,622.0,1,White,Male,65-74,74.97,Loan originated
1,675000.0,43,745000.0,154.0,1,White,Female,35-44,90.0,Loan originated
1,985000.0,44,1225000.0,235.0,1,White,Female,35-44,79.99,Loan originated
1,375000.0,45,465000.0,140.0,1,White,Joint,25-34,80.0,Loan originated
1,465000.0,49,875000.0,108.0,1,Asian,Joint,45-54,53.0,Loan originated
1,755000.0,48,1255000.0,159.0,1,Asian,Joint,35-44,60.0,Loan originated
1,1005000.0,39,2045000.0,311.0,1,Asian,Joint,35-44,48.9,Loan originated
1,475000.0,20%-<30%,535000.0,168.0,1,Asian,Female,35-44,89.9,Loan originated
1,675000.0,44,745000.0,240.0,1,Black or African American,Female,55-64,89.99,Loan originated
1,775000.0,45,1295000.0,192.0,1,Asian,Male,25-34,59.99,Loan originated
